rowid,region,customer,xb_01,xb_02,xb_03,xn_01,xn_02,xn_03,xa_01,xa_02,xa_03,xb_04,xb_05,xb_06,xb_07,xb_08,xn_04,xn_05,xn_06,xn_07,xn_08,xa_04,xa_05,xa_06,xa_07,xa_08,xw_01,xw_02,xw_03,xs_01,xs_02,xs_03,xs_04,xs_05,xs_06,response,outcome
302,YY,B,0,0,0,3,3,3,2,2,2,0,0,0,1,-1,1,1,1,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,-1,94,94,94,-0.10952640731755654,-0.10952640731755654,-0.10952640731755654,0.17715289323030872,0.17715289323030872,0.17715289323030872,7.470897528513852,non_event
303,YY,B,6,6,6,3,3,3,11,11,11,2,2,2,3,1,1,1,1,2,0,3.6666666666666665,3.6666666666666665,3.6666666666666665,4,3,49,49,49,0.48503892753773814,0.48503892753773814,0.48503892753773814,0.11725843218844618,0.11725843218844618,0.11725843218844618,2.2347305914903335,non_event
305,YY,B,3,3,3,3,3,3,5,5,5,0.75,0.75,0.75,2,-1,0.75,0.75,0.75,2,-1,2.5,2.5,2.5,3,2,69,69,69,0.1983458988558614,0.1983458988558614,0.1983458988558614,0.200941279204626,0.200941279204626,0.200941279204626,5.958843599399018,non_event
306,YY,B,3.2920353982300883,10,-3,1.752212389380531,7,-3,7.982300884955753,21,-3,1.1849873577749683,-0.75,6,2.168141592920354,0.20353982300884957,0.733480825958702,-1,5,1.6814159292035398,-0.2831858407079646,2.9808470290771174,-2,14,4.946902654867257,1.0707964601769913,60.63025210084034,0,105,0.17573800612460735,-0.3615611433842236,0.5965959199219046,0.28589260840527886,0,0.8940568085790481,2.2336768679219303,non_event
308,YY,B,3,11,-4,1.6111111111111112,6,-2,6.611111111111111,18,-4,1.1212962962962962,-1,5,1.9722222222222223,0.25,0.6319444444444444,-1,3,1.5555555555555556,-0.3333333333333333,2.6398148148148146,-1,14,4.722222222222222,0.4444444444444444,60.22222222222222,13,102,0.2115505322236618,-0.18539930322417592,0.5609941829629221,0.2666270904419895,0.07944020097990094,0.470395228470546,2.4460885500937652,non_event
309,YY,B,2.107142857142857,7,-6,0.6428571428571429,8,-6,5.321428571428571,16,-4,0.6738095238095239,-1.2,2.5,1.6428571428571428,-0.35714285714285715,0.24430272108843537,-1,2,1.1785714285714286,-0.75,1.7607142857142857,-1.3333333333333333,6,3.607142857142857,-0.21428571428571427,65.70967741935483,13,106,0.11738815365407268,-0.3058311436783633,0.4250058742990069,0.2518454325861179,0.0636177700731859,0.5200366830278231,2.983801785726942,non_event
310,YY,B,3.2046783625730995,11,-4,1.7543859649122806,9,-4,8.157894736842104,25,-8,1.0133528265107212,-1,5,1.9824561403508771,0.07017543859649122,0.6426343636869952,-2,6,1.5555555555555556,-0.2982456140350877,2.7274993038150934,-8,12,4.502923976608187,0.9473684210526316,61.61827956989247,0,107,0.1874873794727248,-0.5274730229536257,0.9062915141879494,0.26861953793733645,0.0206087603797488,0.6751858376661813,3.698493207868383,non_event
311,YY,B,3.419795221843003,11,-5,1.7098976109215016,10,-4,8.170648464163822,26,-6,1.1362912400455063,-2,6,2.054607508532423,0.21331058020477817,0.6060052007150983,-1.3333333333333333,3.5,1.4197952218430034,-0.295221843003413,2.8847533723386967,-3,18,4.660409556313994,1.1262798634812288,59.28662420382165,0,112,0.20508979364372049,-0.452071277581441,0.8193375672974065,0.2740928580709483,0.00104809948373452,0.8662058069535208,2.322846155888171,non_event
312,YY,B,2.361111111111111,8,-2,1.6666666666666667,6,-2,6.611111111111111,16,0,0.7384259259259259,-0.6666666666666666,4,1.6944444444444444,-0.3055555555555556,0.5634259259259259,-1,2.5,1.4444444444444444,-0.2222222222222222,2.0856481481481484,0,5,4.083333333333333,0.08333333333333333,61.425,0,102,0.09772853959734512,-0.3260139175999776,0.6054971294402318,0.27172446246215176,0.07922154691303644,0.5877419771457253,2.3738546463963246,non_event
315,YY,B,3.1123595505617976,9,-5,1.7415730337078652,7,-5,8.539325842696629,21,-6,0.8918783068783068,-1,3,1.9444444444444444,-0.18888888888888888,0.555626102292769,-1,2.5,1.4,-0.4111111111111111,2.726693121693122,-1.2,7,4.6,0.8444444444444444,64.51546391752578,0,107,0.1637749084871129,-0.41417213028072136,0.7310770466159825,0.30402263873301855,0.04095153825754639,0.8531461751472964,2.983447411336539,non_event
316,YY,B,3.1989528795811517,9,-3,1.9109947643979055,8,-3,7.848167539267016,20,-7,1.038070306656694,-1,5,1.942408376963351,0.08900523560209424,0.6206307653951633,-2,5,1.523560209424084,-0.33507853403141363,2.7340314136125654,-2,12,4.612565445026178,0.743455497382199,65.61616161616162,0,106,0.22520619870168723,-0.33031991867904886,0.75513133640492,0.28118648094391124,0.00833333333333326,0.6449367494417964,3.907894241744164,non_event
317,YY,B,3.113636363636364,8,-2,1.818181818181818,10,-2,7.931818181818182,21,0,0.8295454545454546,-1,2,1.75,-0.11363636363636365,0.6117424242424242,-1,5,1.4090909090909092,-0.3863636363636363,2.840909090909091,0,8,4.681818181818182,0.7954545454545454,59.61363636363637,4,104,0.1927669266940965,-0.1447108320342804,0.825,0.3054434982777034,0.04781000999854896,0.8165157580616764,3.071711739243011,non_event
318,YY,B,3.3333333333333335,7,0,1.6666666666666667,4,-1,8.333333333333334,13,0,0.9805555555555556,0,2.3333333333333335,2.5,-0.3333333333333333,0.6555555555555556,-0.3333333333333333,1.3333333333333333,1.8333333333333333,-0.5,2.6416666666666666,0,5.5,4.5,1,76.57142857142857,9,109,0.1477642665813,0,0.3975358470246253,0.2289575382486434,0,0.31126298767983196,3.678028853557316,non_event
319,YY,B,3.7259615384615383,10,-3,1.3509615384615383,8,-5,8.524038461538462,24,-5,1.2861778846153846,-2,9,2.2596153846153846,0.34615384615384615,0.4921245421245421,-2,5,1.3557692307692308,-0.4134615384615384,3.1388621794871794,-1.6666666666666667,23,4.980769230769231,1.375,60.21559633027523,0,105,0.21924448731337176,-0.3936494122595757,0.8740187582825714,0.2784650056607028,0,0.866830351263921,3.1198803158754265,non_event
322,YY,B,2.8947368421052633,11,-4,2,7,-5,7.56140350877193,20,0,0.9405179615705932,-1,2.5,1.8771929824561404,-0.0175438596491228,0.7446532999164578,-1,5,1.6140350877192982,-0.24561403508771928,2.7362573099415206,0,9.5,4.333333333333333,1.1754385964912282,66.06666666666666,0,103,0.1854137315901135,-0.3309222835855837,0.6327848502189878,0.3089737920213314,0.0405871766314478,0.6113668534721243,3.5763282400101515,non_event
326,YY,B,3.296728971962617,11,-3,1.852803738317757,9,-4,8.060747663551401,27,-6,1.0460169114374722,-1,5,2.014018691588785,0.0794392523364486,0.6364485981308411,-2,4,1.5023364485981308,-0.2850467289719626,2.7162049399198933,-2,12,4.518691588785047,0.9228971962616822,61.99781181619256,0,108,0.20157003949587676,-0.35,0.9943898127696368,0.2774038700068714,0.00791716523119207,0.9033355135288416,4.304371261859211,non_event
328,YY,B,3.310344827586207,10,-3,2.1551724137931036,8,-2,8.793103448275861,25,-6,0.886555829228243,-1,3,1.827586206896552,-0.1896551724137931,0.6100985221674877,-1,2.6666666666666665,1.5344827586206895,-0.5,2.3620689655172415,-3,8,4.396551724137931,0.20689655172413793,71.53333333333333,0,108,0.19368625686497531,-0.1824400675137523,0.5384534186799718,0.3276629093434953,0.02658716114956345,0.7340197046747847,4.471412216144055,non_event
331,YY,B,2.5789473684210527,6,-1,1.7105263157894737,5,-2,7.5,21,1,1.0035087719298246,-0.25,3,1.8157894736842104,0.21052631578947367,0.6052631578947368,-2,2,1.3421052631578947,-0.10526315789473684,2.761842105263158,0.25,8,4.473684210526316,0.7894736842105263,59.5,6,103,0.18791419946683835,-0.246308862113314,1.061445555206044,0.24379028041110337,0,0.6986435911134808,2.2728224190552213,non_event
332,YY,B,3.227272727272727,8,-1,2.3181818181818183,7,-4,9.545454545454543,17,3,1.0416666666666667,-0.25,2,2,0.09090909090909093,0.7399350649350649,-1,3,1.4090909090909092,-0.04545454545454545,2.9984848484848485,1.75,6,4.863636363636363,0.9545454545454546,62.391304347826086,0,102,0.21372247639203132,-0.02588679598313469,0.6097777049803342,0.24076344323633567,0.02646915697147837,0.5947849059778568,2.8707833612227724,non_event
333,YY,B,3,4,2,1.3333333333333333,5,-2,6.666666666666667,8,6,0.9777777777777776,0.6,1.3333333333333333,1.6666666666666667,0,0.5277777777777778,-0.6666666666666666,1.25,1.3333333333333333,0,2.533333333333333,1.6,3,4.333333333333333,-0.3333333333333333,66,51,83,0.36443429103151304,0.15162210438799653,0.4988970551071073,0.28091595543877984,0.1206933906736359,0.3872654718065148,2.5829297964234,non_event
343,YY,B,3.636363636363636,8,0,1.818181818181818,4,-1,9.545454545454543,15,-2,1.1474025974025974,0,3,2.090909090909091,0.09090909090909093,0.553030303030303,-1,1.5,1.4545454545454546,-0.3636363636363637,3.193939393939394,-0.5,7.5,5.454545454545454,1,69.9090909090909,25,99,0.2604375145195329,0.06622082642876168,0.5161529789962501,0.22010099603269237,0.03591364203930615,0.3833852426239822,2.8630323676578797,event
345,YY,B,3.8,7,0,1.8,3,0,7.4,11,4,0.8566666666666667,0,1.75,1.8,-0.2,0.8333333333333334,0,2,1.4,-0.2,2.9,1.25,5.5,4.4,1.2,85.6,62,96,0.07578740184543344,-0.35772722428998066,0.28459512384541863,0.2914282827463731,0.26336473169809227,0.3227196026715466,4.5313010650859455,non_event
347,YY,B,3,3,3,1,1,1,7,7,7,3,3,3,3,3,1,1,1,1,1,7,7,7,7,7,11,11,11,0.3456013422340693,0.3456013422340693,0.3456013422340693,0.44783429475148007,0.44783429475148007,0.44783429475148007,1.0832087445362553,non_event
348,YY,B,0,0,0,-2,-2,-2,2,2,2,0,0,0,1,-1,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,1,-1,0.4,0.4,0.4,3,-3,32,26,38,-0.1425985519764716,-0.15282924928064345,-0.1323678546722997,0.2781771431192949,0.15652475842498528,0.39982952781360453,1.3957909686447727,event
350,YY,B,4.5,5,4,2,3,1,11,15,7,1.2916666666666663,1.25,1.3333333333333333,2.5,0,0.875,0.25,1.5,1.5,0,3.041666666666667,2.3333333333333335,3.75,5.5,1,64,50,78,0.19134822145197744,0.17683316982556133,0.20586327307839355,0.3666237829220662,0.16872417662596567,0.5645233892181667,3.656100727059125,non_event
356,YY,Other,2.7142857142857144,8,-1,0.8571428571428571,3,-1,8,20,-2,1.010204081632653,-1,4,1.7142857142857142,0.42857142857142855,0.4047619047619048,-1,2,1.1428571428571428,-0.2857142857142857,2.466666666666667,-2,8,4.142857142857143,0.8571428571428571,45.857142857142854,8,103,0.2228104624431995,-0.2282296243754479,0.795495128834866,0.3646818446309168,0.08000946913656629,0.5180783675477386,2.151915039737331,non_event
357,YY,Other,3.235294117647059,9,0,1.5294117647058822,7,-1,7.294117647058823,19,0,1.5411764705882354,0,9,2.4705882352941178,0.7058823529411765,0.7578431372549019,-0.3333333333333333,7,1.7058823529411764,-0.17647058823529413,3.2901960784313724,0,19,5.117647058823529,1.3529411764705883,69.41176470588235,37,102,0.195656575847691,-0.04707097687624841,0.4675131600686792,0.2907784372757472,0.05631015685592035,0.6992842486414852,5.020479127938886,non_event
359,YY,Other,3.9583333333333335,10,-1,2.0416666666666665,8,-2,10.083333333333334,32,2,1.3362599206349206,-0.25,4,2.3333333333333335,0.2916666666666667,0.9173611111111112,-0.6666666666666666,5,1.7916666666666667,0.04166666666666666,3.543253968253968,1.2,11,5.208333333333333,1.875,59.42307692307692,0,103,0.24456911165457235,-0.1863311819628228,0.8675943752699184,0.3027506026324662,0.08290596837063918,0.9007430817364778,6.8620562642113105,non_event
361,YY,Other,3.6153846153846154,7,0,2.3076923076923075,7,-1,9.307692307692308,16,2,1.1333333333333333,0,2.5,2,0.2307692307692308,0.8525641025641025,-0.5,2.3333333333333335,1.3846153846153846,0.07692307692307693,2.9384615384615387,0.6666666666666666,8,5.461538461538462,0.4615384615384616,57.857142857142854,25,100,0.2387612940391388,0.03148315583603376,0.4879078593517095,0.22072527869796257,0.04811252243246881,0.3655603375311442,3.066585992366337,non_event
363,YY,Other,4.434782608695652,8,0,1,6,-6,9.652173913043478,22,2,1.4130434782608696,0,4,2.608695652173913,0.34782608695652173,0.3855072463768116,-1,2,1.1304347826086956,-0.391304347826087,3.2746376811594202,0.5,7,5.391304347826087,1.7391304347826086,57.714285714285715,0,105,0.16550057756583011,-0.2904839311754227,0.6020176900122703,0.2858591371133459,0.07365155374080758,0.6097652211458339,4.031570080790824,non_event
364,YY,Other,3.142857142857143,10,-2,1.0714285714285714,5,-5,8.428571428571429,23,-1,1.2974489795918367,-0.5,5,2.107142857142857,0.5714285714285714,0.45654761904761904,-1,1.5,1.2142857142857142,-0.3928571428571429,3.600595238095238,-0.5,15,5.178571428571429,2.142857142857143,50.15151515151515,0,101,0.20344968597475196,-0.16766818263548156,0.6733318671747197,0.2981591353918133,0.05216359716353747,0.668595264942732,2.3130336002978207,event
365,YY,Other,0.6666666666666666,4,-4,0.6666666666666666,3,-2,3.3333333333333335,11,-3,0.3111111111111111,-1,1.3333333333333333,1.3333333333333333,-0.8333333333333334,0.41944444444444445,-0.4,1,1.3333333333333333,-0.6666666666666666,1.0722222222222222,-0.6,2.5,3,-1,52.166666666666664,17,83,0.04554154323613139,-0.27429910043684713,0.28302966369291827,0.31962815621603324,0.1978576500547193,0.48320791746055536,1.7796246261787456,event
367,YY,Other,0.5,3,-2,-3.5,-2,-5,7,8,6,0.04999999999999999,-0.4,0.5,1.5,-1,-0.6666666666666667,-0.8333333333333334,-0.5,0.5,-1.5,1.6,1.2,2,5.5,-1.5,92,82,102,0.04329140993223922,0.03315611990074631,0.05342669996373212,0.5210699122432337,0.47129820219211327,0.5708416222943542,4.354478548403886,non_event
373,YY,Other,3.5,4,3,1.5,2,1,8.5,11,6,1.3,0.6,2,2,0,0.6666666666666666,0.3333333333333333,1,1,0,3.35,1.2,5.5,5.5,0,45,13,77,0.487656919963681,0.01211361278001178,0.9632002271473502,0.6184884627755953,0.34914775006381904,0.8878291754873715,2.930095473765686,non_event
374,YY,Other,4.4375,9,2,1.875,6,-1,9.25,21,3,1.2729166666666667,0.6666666666666666,2,2.5,0.3125,0.79375,-0.2,3,1.4375,-0.125,3.0697916666666667,1,5,5.3125,0.75,68.375,21,101,0.24034244394780965,0.00359402484253663,0.5433276002120941,0.25490756057979935,0.06371791821279282,0.5175996686744829,4.416915228654835,event
375,YY,Other,4.097560975609756,12,-2,1.804878048780488,7,-5,9.317073170731708,29,-1,1.3663182346109175,-0.5,4.5,2.3658536585365852,0.36585365853658536,0.6575880758807588,-1,3.5,1.6341463414634143,-0.4878048780487805,3.2495934959349593,-0.25,11.5,5.2439024390243905,1.2195121951219512,62.23255813953488,11,106,0.2304184630066795,-0.2539685137359922,1.445319123384539,0.3316165772764177,0.0967602061800201,0.8374995454726676,6.397901437218927,non_event
378,YY,Other,3.78125,10,-2,1.0625,5,-4,8.28125,21,-1,1.0421875,-0.6666666666666666,2,2.15625,-0.09375,0.428125,-1.3333333333333333,1.6666666666666667,1.46875,-0.6875,2.6916666666666664,-0.5,5.5,4.78125,0.6875,62.14705882352941,0,103,0.2125665924812973,-0.3166730411899179,0.6095911620801684,0.2970102441072785,0.08333333333333334,0.5995268287770935,5.4480346644329,non_event
379,YY,Other,-1,-1,-1,-1,-1,-1,2,2,2,-0.25,-0.25,-0.25,1,-1,-0.5,-0.5,-0.5,2,-3,1,1,1,3,-1,64,64,64,0.02039097187448033,0.02039097187448033,0.02039097187448033,0.2631463954451553,0.2631463954451553,0.2631463954451553,3.0339802422702675,event
380,YY,Other,2.25,4,1,0.5,1,-1,6.5,10,2,1,1,1,1.5,0.25,0.4666666666666667,-0.3333333333333333,1,1.25,0,2.4583333333333335,2,3.3333333333333335,3.5,1.75,51.75,10,98,0.2722703137882036,0.0617205394297998,0.3897983545104313,0.3275756894750893,0.05892556509887897,0.5892556509887896,1.2651909656629508,non_event
382,YY,D,4.24,12,0,2.4,7,-3,9.88,25,4,1.284,0,4,2.4,0.24,0.892,-1,3.5,1.88,-0.04,3.100857142857143,1.1666666666666667,8,5.24,1.08,54.357142857142854,0,107,0.2671785298648556,-0.05856631716225373,0.9273832170869176,0.3492547500448228,0.10095721071019312,1.179736113322047,4.639545431580343,non_event
383,YY,D,1,3,-3,0,3,-4,4.857142857142857,8,0,0.6785714285714286,-1,3,1.2857142857142858,-0.14285714285714285,0.2023809523809524,-1.3333333333333333,2,0.8571428571428571,-0.5714285714285714,2.702380952380953,0,8,3.5714285714285716,1.7142857142857142,52.714285714285715,20,101,0.11521718118549248,-0.27466127099115073,0.3401759782626457,0.1955171979750223,0.04806878016034936,0.31768671357569456,1.4615509501771964,event
384,YY,D,6.5,7,6,5.5,6,5,15.5,17,14,1.625,1.5,1.75,2.5,1,1.625,1.25,2,2.5,1,3.45,3.4,3.5,5,2,51.5,31,72,0.42660336668498255,0.20931183211828672,0.6438949012516784,0.29007981664875,0.2373151063556775,0.34284452694182244,4.791312755489883,non_event
385,YY,D,3.073170731707317,11,-4,2.3902439024390243,8,-3,8.853658536585366,25,-2,1.006910569105691,-1,3,2.024390243902439,-0.12195121951219512,0.8825203252032521,-0.5,3,1.6341463414634143,0.04878048780487805,3.190243902439025,-1,8,5.146341463414634,1.2439024390243902,52.355555555555554,0,100,0.21997512675628889,-0.13896579383643537,0.7068309654596818,0.2949577449831621,0.05548237288645047,0.6229873323646196,2.841383900672356,non_event
387,YY,D,3.3451327433628317,10,-3,2.5575221238938055,9,-4,9.097345132743364,23,-2,1.1281710914454277,-1.5,5,2.1327433628318584,0.07964601769911504,0.906314089057452,-1.5,3,1.9292035398230087,-0.11504424778761062,3.2223451327433628,-2,16,5.079646017699115,1.4424778761061947,59.27272727272727,0,108,0.24823457268329568,-0.4222872908046163,1.075,0.33044123655393715,0.00609064820057197,0.73846887233129,6.762392614249606,non_event
388,YY,D,3.2,6,1,2,6,-1,9.6,18,4,1.1666666666666667,0.3333333333333333,1.5,2.2,0.4,0.69,-0.25,1.5,1.4,0.4,3.2333333333333334,1.3333333333333333,5.5,5,1.6,47,18,81,0.2494252392979536,-0.07343495915557254,0.5335180748241337,0.30388222805078935,0.01653684982488359,0.6347200223192173,3.410203930216401,non_event
394,YY,D,1.5,2,1,3,4,2,4.5,6,3,0.5833333333333333,0.5,0.6666666666666666,2.5,-1.5,2,2,2,2,2,1.75,1.5,2,6,-3,30.5,26,35,0.4097533247937575,0.4027758309710738,0.4167308186164411,0.6204237005644346,0.5050783095336483,0.735769091595221,1.6569594693019256,non_event
402,YY,D,4.313131313131313,12,-3,3.303030303030303,11,-4,10.252525252525253,32,-5,1.3052188552188553,-1,5,2.212121212121212,0.3434343434343434,0.997675164341831,-1,3,1.9595959595959596,0,3.183838383838384,-3,8,5.303030303030303,1.383838383838384,66.03921568627452,0,109,0.2473680941680189,-0.4375,0.9033429976639944,0.33486223677027865,0.08594775278359286,0.7239242199307662,6.210672298496093,non_event
403,YY,D,3.9193548387096775,11,-1,2.5725806451612905,9,-2,9.233870967741936,26,-2,1.2311827956989247,-0.3333333333333333,5.5,2.2903225806451615,0.12903225806451613,0.8531778033794163,-1,4,1.9516129032258065,-0.1935483870967742,3.1400729646697387,-2,15,5.040322580645161,1.2903225806451613,58.5,0,103,0.23048969861922375,-0.5845671475544961,1.2029252339470968,0.35904651932419285,0.08307384617082965,0.8804761726852047,3.514358595110638,non_event
404,YY,D,3.8333333333333335,6,1,1.5,4,-4,9.5,15,3,1.0527777777777778,0.4,1.6666666666666667,1.6666666666666667,0.5,0.7111111111111111,-1.3333333333333333,2,1.3333333333333333,-0.16666666666666666,3.4027777777777777,1,5,5.166666666666667,1.6666666666666667,62,13,107,0.08792196803046282,-0.2392122754540568,0.32555938668509954,0.32573268062305255,0.11140471264717663,0.5676331122842853,3.4660022572379243,non_event
407,YY,D,3.577777777777778,15,-3,2.8666666666666667,8,-1,9,31,-5,1.018888888888889,-1,3,2.066666666666667,-0.08888888888888889,0.9137037037037036,-1,3,1.8444444444444448,-0.04444444444444444,2.804814814814814,-1.6666666666666667,6.2,4.866666666666666,1.0444444444444445,64.5,10,103,0.2474306142094493,-0.5288374911792951,0.8393095595602844,0.37328831491980496,0.01379952040532088,1.1458969457107369,5.254884913969662,non_event
414,YY,D,3.8197674418604657,11,-3,2.552325581395349,11,-4,8.75,23,-3,1.2940960686600222,-1,4,2.1569767441860463,0.4186046511627907,0.9158222591362126,-2,5,1.808139534883721,-0.03488372093023256,3.14156053894426,-2,10,4.97093023255814,1.313953488372093,55.89010989010989,0,106,0.25114506508975404,-0.6446959576129906,0.9219110009662692,0.2845019579999045,0.00369734744428903,0.7760991590186131,3.766480639606496,non_event
415,YY,D,5,5,5,4,4,4,12,12,12,1.25,1.25,1.25,2,1,1.3333333333333333,1.3333333333333333,1.3333333333333333,2,1,3,3,3,5,2,55,55,55,0.3848277145827589,0.3848277145827589,0.3848277145827589,0.543302932076424,0.543302932076424,0.543302932076424,3.6308006399919712,non_event
416,YY,D,1.5,6,-2,-1.3333333333333333,2,-3,5.833333333333333,12,2,0.225,-0.6666666666666666,1,1.3333333333333333,-0.8333333333333334,-0.3888888888888889,-1,1,0.5,-1.3333333333333333,1.6023809523809525,1,2.5,3.6666666666666665,-1,68.66666666666667,46,93,0.1399192490520568,-0.09073174086878306,0.3622374467492727,0.23447689156274829,0.09763632184266004,0.39184761249277805,5.477168322093318,non_event
417,YY,D,5,6,4,2.5,3,2,8,9,7,2,2,2,2.5,1.5,1.25,1,1.5,1.5,1,3.25,3,3.5,4,2.5,43.5,36,51,0.24233131990794227,-0.01075567228888182,0.4954183121047664,0.3596914556263103,0.30819229616477684,0.4111906150878437,1.6384439210885635,non_event
421,YY,E,3,3,3,1,1,1,8,8,8,1,1,1,2,0,1,1,1,1,1,4,4,4,5,3,33,33,33,0.273447685745128,0.273447685745128,0.273447685745128,0.35574544623751464,0.35574544623751464,0.35574544623751464,1.5711314564461447,non_event
423,YY,E,3.739130434782609,8,0,2.130434782608696,8,-2,9.695652173913045,22,2,1.1623188405797102,0,2.5,2.130434782608696,0.04347826086956521,0.6358695652173914,-1,2,1.5217391304347827,-0.391304347826087,2.8659420289855073,1,5.666666666666667,4.826086956521739,0.9565217391304348,61.52173913043478,10,98,0.2221687904445845,-0.15605784984417578,0.7675234728884474,0.30350647274710224,0.06258524475599844,0.5338452322397778,2.952333841452295,non_event
426,YY,E,3,8,-1,2.25,4,1,8.5,16,2,0.7916666666666666,-0.5,1.3333333333333333,1.75,0,0.7291666666666666,0.25,1,1.5,-0.25,2.875,2,4,4,1.5,52,29,84,0.1772988658039361,0.05920577015377973,0.3083164489858081,0.2725727152492948,0.0981053346165548,0.39130394410844654,2.342535628489305,non_event
427,YY,E,5.142857142857143,8,3,3.142857142857143,5,1,12.571428571428571,26,4,1.6571428571428573,0.75,4,2.7142857142857144,0.8571428571428571,1.0214285714285714,0.3333333333333333,2,1.8571428571428572,-0.2857142857142857,3.6357142857142857,2,5.25,6.428571428571429,1.1428571428571428,50.22222222222222,0,101,0.3045861183421847,-0.15195670556116608,1.1905880899790655,0.32613561484369313,0.11852913145623858,0.5553485564620403,5.97250952731981,non_event
428,YY,E,3.9281767955801103,12,-3,2.2375690607734806,10,-5,8.96132596685083,26,-1,1.2673112338858197,-0.75,4,2.2154696132596685,0.35911602209944754,0.7892922915022362,-1.6666666666666667,6,1.6961325966850829,-0.20994475138121543,3.14134438305709,-0.5,16,4.966850828729282,1.4143646408839778,55.86631016042781,0,108,0.24195740949679895,-0.22112217693598613,0.7877001143887871,0.307379019255777,0.04724555912615341,0.83834233273196,2.906771350014553,non_event
429,YY,E,3.546511627906977,12,-5,1.75,8,-4,7.6976744186046515,28,-7,1.2611295681063124,-1,6,2.116279069767442,0.3779069767441861,0.7040697674418605,-2,4,1.430232558139535,-0.06395348837209303,2.9023947951273534,-1.6666666666666667,9,4.488372093023256,1.3430232558139534,49.23076923076923,0,113,0.21604214421096976,-0.26097856478110837,1.2078274126809383,0.30078061954985535,0.00739356862021842,0.7298080477238438,4.298777217494723,non_event
430,YY,E,3.8292682926829262,15,-4,2.1019955654101996,10,-5,8.669623059866963,32,-9,1.3032625910674691,-1,6,2.259423503325942,0.3259423503325942,0.790301974448316,-3,6,1.6518847006651884,-0.0975609756097561,3.0553338260655334,-3,17,4.911308203991131,1.2106430155210643,54.223819301848046,0,109,0.24972276748585345,-0.5148546518193265,1.7906503208132434,0.32770744403005764,0.02811757450137942,1.0103629710818451,2.8586584347848087,non_event
434,YY,E,3.6818181818181817,11,-3,2.3333333333333335,8,-3,8.742424242424242,26,-5,1.2034271284271283,-1,4,2.1818181818181817,0.3333333333333333,0.8606060606060606,-1.5,3,1.7121212121212122,0.01515151515151515,3.223196248196248,-3,11,5.045454545454546,1.4696969696969695,53.27142857142857,0,106,0.25430184296231423,-0.2955069134726051,0.8176814855409226,0.3187348574083548,1.0606601717798222e-4,0.9026448493236052,2.9215259318050073,non_event
438,YY,E,2.676470588235294,9,-2,1.911764705882353,8,-3,5.5,18,-3,0.75,-1,3,1.7352941176470589,-0.5294117647058824,0.6127450980392157,-1.5,2,1.4411764705882353,-0.14705882352941177,1.878921568627451,-3,7,3.8823529411764706,0,59.02777777777778,0,104,0.13968767970715656,-0.3823599877860874,0.4879783410538831,0.3373052571338428,0.01632355135451051,0.7952977097854567,3.504259272093609,non_event
440,YY,E,3.987841945288754,12,-3,2.282674772036474,9,-5,9.103343465045592,27,-2,1.2604175712838326,-1,5,2.1914893617021276,0.3069908814589666,0.8437545230858301,-1.5,5,1.756838905775076,-0.1762917933130699,3.121956867853525,-2,12,4.942249240121581,1.2583586626139818,54.417366946778714,0,112,0.25984240826557253,-0.6816551070778666,0.9940657255265704,0.324351857753284,0,1.169804199461414,3.7657362182136938,non_event
444,YY,E,3.784313725490196,11,-2,2.686274509803922,8,-3,8.745098039215685,25,-2,1.1203703703703705,-0.5,3,2.196078431372549,0.1176470588235294,0.9101307189542484,-0.6,4,1.8627450980392155,-0.13725490196078433,2.6013538748832867,-2,9,4.529411764705882,0.5490196078431373,52.981818181818184,0,98,0.22113008612673837,-0.4215875502194058,0.7166666666666667,0.29434963155890725,0.05404933671238016,0.6837246804317182,2.7142209336619443,non_event
445,YY,E,2.913978494623656,9,-1,1.4516129032258065,7,-4,7.096774193548387,28,-6,1.0214029697900666,-1,4.5,1.89247311827957,0.01075268817204301,0.5946236559139785,-1.3333333333333333,3,1.2688172043010753,-0.12903225806451613,2.628469022017409,-3,8,4.333333333333333,0.8279569892473119,51.45,0,103,0.21887280089811087,-0.8958501622737937,1.414213562373095,0.2982618470430393,0,0.7947756939701884,4.077707891145344,non_event
447,YY,E,2.5,8,-1,1.4583333333333333,5,-3,6.166666666666667,12,-4,1.1881944444444446,-0.3333333333333333,4,2,0.375,0.9208333333333332,-1,3,1.5,0.375,3.201388888888889,-2,8,4.625,1.9166666666666667,49.08,7,102,0.20426287223053455,-0.2107130980653147,0.8714579281035577,0.32135618009203903,0.10577929834094632,0.8141655978031374,1.8289054648784635,non_event
448,YY,E,2.962962962962963,8,0,1.6296296296296295,7,-2,7.111111111111111,17,0,1.3049382716049382,0,3,1.9259259259259256,0.7037037037037037,0.5623456790123457,-2,3,1.037037037037037,-0.03703703703703703,3.162962962962963,0,5,4.333333333333333,2.111111111111111,38.78125,0,103,0.25240237284211897,-0.2566970606402201,1.0256437163002765,0.26617141663094324,0,0.5859001118598508,1.1356177475633646,non_event
